speaker,line,scene
Jesse,"Well, is that street nearby? I mean, could...",4
Céline,NO.   Very far. Did you ever keep a journal when you were a kid?,4
Jesse,"Um, yeah...On and off, I guess.",4
Céline,"It's funny, I read a...one of mine from '83, the other day.",4
Jesse,Yeah?,4
Céline,"And, what really surprised me, is that I was feeling with life, the same way am now. I was much more hopeful and naive, but the core, and the way I was feeling things, is exactly the same. It made me realize I haven't changed much at all.",4
Jesse,"Yeah, I don't think anybody does; people don't want to admit it, but it's like we just...we have these innate set points.",4
Céline,Uh-huh.,4
Jesse,"You know, it's like...nothing much that happens to us changes our disposition.",4
Céline,"Really, you believe that?",4
Jesse,"I think so. I read this study where they followed people who had won the lottery, and people who had become paraplegics, right. I mean you'd think that...you know, one extreme is gonna make you...euphoric, and the other suicidal. But the study shows that after about 6 months",4
Céline,Uhum?,4
Jesse,"Right...as soon as people got used to their new situation, they were more or less the same.",4
Céline,The same?,4
Jesse,"Well, yeah...Like if they were basically an optimistic, jovial person, they're now an optimistic, jovial person, in a wheelchair. If they're a petty miserable asshole, OK, they're a petty miserable asshole with a new Cadillac, a house and a boat.",4
Céline,"So, you’ll now be forever depressed, no matter what great things happen in my life?",4
Jesse,Definitely.,4
Céline,Great!,4
Jesse,"No, c’mon...Are you depressed now?",4
Céline,"No, no, I'm not depressed. But, sometimes I worry that I'll get to the end of my life feeling I haven't done all I've all I wanted to do.",4
Jesse,"Oh, what do you wanna do?",4
Céline,"  I, um, I want to paint more, I wanna...play my guitar everyday, I wanna learn Chinese, I wanna write more songs...There're so many things I wanna do, and end up doing not much.",4
Jesse,"  Alright well, well let me ask you this: do you believe in, like... ghosts or spirits?",4
Céline,"Um, no.",4
Jesse,No?,4
Céline,No.,4
Jesse,"OK, uh, what about reincarnation?",4
Céline,Not at all.,4
Jesse,God?,4
Céline,"No.   That sounds that sounds terrible. No, no, no. But, at the same time I don't wanna be one of those people that don't believe in any kind of magic, you know.",4
Jesse,"So then, astrology.",4
Céline,"Yes, of course!",4
Jesse,"There we go, right!",4
Céline,"I mean, that makes sense, right? You're a Scorpio, I'm a Sag, so we get along.   No! No, no There's a an Einstein quote I really, really like. He said, um: ""If you don't believe in any kind of magic, or mystery, you’re basically as good as dead.""",4
Jesse,"Yeah, I like that. I've always felt there was some kind of mystical core to the universe. You know that More recently, I started to think that...that me...you know, my personality, whatever, that...I don't have any permanent place here. You know, in eternity, or whatever, you know. And the more I think that, I can't go through life saying that this is no big deal, you know.   I mean, this is it! This is actually happening. What do you... think is interesting, what do you think is funny, what do you think is important? You know, every day is our last.",4
Céline,"When I feel that way, I...usually call my mom to tell her how much I love her.",4
Jesse,Yeah.,4
Céline,"And she's always: ""Are you OK? Do you have cancer?   Are you going to commit suicide?"" It's almost not worth it.   So, uh So what about us?",4
Jesse,What about us?,4
Céline,"No, what I mean is, if we were both going to die, tonight",4
Jesse,"What, like if the Apocalypse was coming?",4
Céline,"No, no, that's too dramatic. But, what if... you know, just the two of us were going to die. I mean, would we talk about your book, the environment or...",4
Jesse,If today was our last day?,4
Céline,"Yeah, what would we talk about, what would you tell me, for example?",4
Jesse,Well...,4
Céline,That's hard.,4
Jesse,"No, I'll do it, I'll do it. I definitely... would stop talking about my book. I have to admit I would probably drop the environment. But, I would still...want to talk about, you know, magic and the universe. I'd just wanna do it from a...",4
Céline,What?,4
Jesse,"...a hotel room. You know? In between sessions of us, uh wildly fucking, until we die.",4
Céline,"Wow?! Well, why waste time with an hotel room? Why not do it right there   on a bench?",4
Jesse,"  Come here, come here...",4
Céline,No!   OK. We're not gonna die tonight. OK?,4
Jesse,"Alright, too bad.",4
Jesse,Céline. Yeah.,4
Jesse,I'm sorry.,4
Céline,  That was an extreme example.,4
Jesse,I'm sorry.,4
Céline,"OK. What I...My point was, you know, to truly communicate with people is very hard to do.",4
Jesse,"No, I know, I mean most of our...most of our day to day exchanges",4
Céline,"Yeah, I know, I mean... not to bring everything back to sex.",4
Jesse,"But, why not?",4
Céline,"No, no, this example, this friend of mine, she...she was talking about..she and her boyfriend problems in bed.",4
Jesse,Right?,4
Céline,"And, uh, how when, they had been dating for a year, she started telling him what he could do to please her more. And it totally freaked him out.",4
Jesse,Why?,4
Céline,"Totally. Well, he felt all threatened and he thought he was a bad lover.",4
Jesse,"Maybe she shouldn't have waited so long. You know, after a year",4
Céline,"Well, yeah, but, men are so easily offended!",4
Jesse,"Oh, what, more than women, you think?",4
Céline,"Oh, definitely on that subject!",4
Jesse,You think so?,4
Céline,"Yeah! Yeah, yeah, yeah. Well, maybe it's because, you know...men are...easier to...you know...to please.",4
Jesse,  To please?,4
Céline,"Well, I don't know...",4
Jesse,"Yeah, they are, they definitely...definitely.",4
Céline,"Anyway, this friend of mine, she was telling me that, um, next time she dates another man, she's gonna make a little questionnaire, about what they like and dislike, before they even...",4
Jesse,"Oh, like written down, or out loud?",4
Céline,"Yeah, yeah, written down, mostly written down. But it wouldn't be just...you know, yes or no, it would be a little more complex than that. Like for example, if the question is: ""Are you into S&M?"" The answer could be, ""No, but, a good spanking once in a while doesn't hurt.""   Right?",4
Jesse,"Right. Or like, uh, what, ""So do you like talking dirty in bed?"" That kind of thing?",4
Céline,"Yeah, yeah, yeah, but not just like...any dirty talk. Just like: ""What specific word would you like to hear?"" You know, like...",4
Jesse,"What, me?",4
Céline,"Well, yeah. Like, for example, like what specific word would you like to hear?",4
Jesse,I don't know...,4
Céline,"Um...what do you feel about the word ""Pussy""?",4
Jesse,I...LOVE IT.,4
Céline,Good.   It's amazing what...perverts we've become in the past 9 years.,4
Jesse,"I know, I know. Well, at least now we don't have to pretend that each new sexual experience is like a life-altering event.",4
Céline,"I know, by now, I know you've stuck it in so many places, it's like, about to fall off.",4
Jesse,"I mean, you know, I can't realistically expect you to have become anything but a total ho’, at this point.",4
Céline,"Yeah, thank you.",4
Jesse,"  No, I'm sor...",4
Céline,"That's true, what can you do?",4
Jesse,What can you do?   So...what kind of songs do you write? I didn't know you did that.,4
Céline,What kind?,4
Jesse,"Yeah, sure.",4
Céline,"I don't know, just songs. Like some are about, you know, people, um, relationships. One's about my cat.",4
Jesse,Sing one! Just...,4
Céline,"No, I can't, I don't have a guitar.",4
Jesse,"Oh, I mean, come on, a capella.",4
Céline,"No, no, no. No, no, no, I'm not singing a song without a guitar, you're nuts!",4
Jesse,  Why not?,4
Céline,"No, OK, not now.",4
Jesse,One!,4
Céline,No.,4
Jesse,"If not now, when? You want to meet here in six months, with a guitar? You know, I'll fly all they way over here, you may or may not make the metro...",4
Céline,"OK, that's... that's funny. That’s really no   We've got to get going back to the bookstore!",4
Jesse,"  What, we’ve got",4
Céline,"You'll miss your flight. Come on, let's go!",4
Jesse,"Alright, alright.",4
Céline,"We can walk down la Seine. It's it’s a nice thing.   So, you're flying back to New York?",4
Jesse,"Yeah, yeah.",4
Céline,"So I read in that article that you're married, with a kid. That's great!",4
Jesse,"Yeah, he's um He's 4.",4
Céline,"Uhum, what's his name?",4
Jesse,"Henry. Little Hank, he's so much fun.",4
Céline,"Oh, wow, I'm sure.   And, your wife, what does she do?",4
Jesse,She teaches elementary school. Do you do you have kids?,4
Céline,"Yes, two Shit!",4
Jesse,What?,4
Céline,"I left them in the car! With the windows up, it was 6 months ago.   No, I'm kidding.   No, but um...  I want to have kids someday, I'm just not ready, yet.",4
Jesse,  Yeah?,4
Céline,"Yeah, I'm in a good relationship, though.",4
Jesse,"Oh, yeah? That's good.",4
Céline,Yeah.,4
Jesse,What's he do?,4
Céline,"He's a photojournalist. He does, uh, war coverage. He's away a lot, which in a way is good for me, because I'm so busy.",4
Jesse,"Yeah, but isn't it dangerous? I mean, aren't a lot of those guys getting killed these days?",5
Céline,He promises me he doesn't take risks.   But I often worry. He goes in this trance when he starts to photograph some things.,5
Jesse,What do you mean?,5
Céline,"Well, once we were in New Delhi and we passed a bum, that was lying down the sidewalk",5
Jesse,A “bom”?,5
Céline,A bum! A homeless...,5
Jesse,"A bum  , alright.",5
Céline,"Anyway, like, he looked like he needed help, but his first reaction was to photograph him. He went, like, really close to his face, fixing his collar, to make it look better. He was like totally detached from the person.",5
Jesse,"Yeah, but don’t you have to be like that to be good at that job?",5
Céline,"Yeah, I mean, I'm not...you know, I'm not...I'm not judging him for it, you know? What he does is essential and incredible. All I'm saying is I could never do it.",5
Jesse,  Let's get on that boat! Come on!,5
Céline,No!,5
Jesse,"No, come on, it will be fun!",5
Céline,You don't have time! We gotta go.,5
Jesse,"It's just about to take off. Look, I've got... I've got...15 more minutes...um, do you have a cell phone?",5
Céline,Yeah.,5
Jesse,"Alright, look, I got that...that driver guy's number, and I can call him, and then they... can pick us up at wherever the next stop is.",5
Céline,"OK, you know I've never been on these boats, it's for tourists, it's embarrassing!",5
Jesse,C’mon.,5
Céline,"OK, alright.   Ahh, c’est bon? On peut rentrées?     Deux tickets, s'il vous plait!",5
Jesse,"No, I'll get it, I'll get it.",5
Céline,"Non, non, c'est bon, j’ai de l’argent!",5
Jesse,"Alright, alright, alright.",5
Céline,  C'est ou qu'il s'arrete le prochain arrete?,5
Jesse,"So, you're in love with that guy?",5
Céline,What guy?,5
Jesse,The... the war photographer.,5
Céline,"Yes, of course.   Merci.",5
Jesse,"  Merci.   I'm sorry, do you...do you have that cell phone?",5
Céline,"Oh, yeah. OK.",5
Jesse,"  Alright, what do I tell him?",5
Céline,"Yeah, tell him to pick you up at ""Quai Henri IV""",5
Jesse,"Oh, shit. At ""Que...""",5
Céline,"Henri quatre, Quai Henri quatre...HEN-RI QUA-TRE...   What's wrong with you? No, do you want me to...Henri quatre.",5
Jesse,Henry four?,5
Céline,Yes!,5
Jesse,"Come on, why didn't you say so?",5
Céline,I'm sorry!,5
Jesse,"  Yes, is this Philippe? Yeah, Philippe, this is Jesse Wallace...uh yeah. Listen, I'm...I'm ah, on one of those boats, right? Um and we're gonna arrive at...uh...Henry Four...at Port Henry Four, you know, you know what that is? Alright, gre...And you have my bags, right? Yeah, so will be there in...I don't know it's the next stop. OK. Au revoir.",5
Céline,OK?,5
Jesse,"Yeah, yeah.",5
Jesse,"  Oh, wow! Notre Dame...man, check that out!",5
Céline,"Oh, wow!",5
Jesse,"I heard this story once, about when the...the Germans were occupying Paris and they had to retreat back, they wired Notre Dame to blow. But they had to...they had to leave one guy in charge of hitting the switch and the guy, the soldier, he...he couldn't do it. You know, he just sat there, knocked out by how beautiful the place was. And then, when the Allied troops came in, they found all the explosives just lying there...and the switch unturned and they found the same thing at...Sacre Coeur...Eiffel Tower...a couple of other places, I think.",5
Céline,Is that true?,5
Jesse,"I don't know... I always liked the story, though.",5
Céline,"Yeah, that's a great story. But you have to think that Notre Dame will be gone one day. There used to be another church or cathedral at the same...right there.",5
Jesse,"What, right in the same spot?",5
Céline,"Yeah. Yeah, this is great, I've never done this!",5
Jesse,Yeah.,5
Céline,I forget about how beautiful Paris is.,5
Jesse,"It's not so bad being a tourist, you know.",5
Céline,Thank you for getting me on the boat.,5
Jesse,"Well, you're welcome. You know, I think that book that I wrote, in a way, was like building something. So that I wouldn't forget the details of the time that we spent together. You know like, just as a reminder that...that once we really did meet, you know, that this was real. This happened.",5
Céline,"I’m happy you’re saying that because...I mean, I always feel like a freak because I'm never able to move on like   this! You know? People just have an affair or even...entire relationships...they break up and they forget! They move on like they would have changed brand of cereals! I feel I was never able to forget anyone I've been with. Because each person have...their own specific qualities. You can never replace anyone. What is lost is lost.",5
Céline,Each relationship when it ends really damages me; I never fully recover. That's why I'm very careful with getting involved because...it hurts too much! Even getting laid - I actually don't do that. I will miss of the person the most mundane things. Like I'm obsessed with little things.,5
Céline,"Maybe I'm crazy, but...when I was a little girl, my mom told me that I was always late to school. One day she followed me to see why. I was looking at chestnuts falling from the trees rolling on the sidewalk or...ants crossing the road...the way a leaf casts a shadow on a tree trunk...little things. I think it's the same with people. I see in them little details so specific to each of them that move me and that I miss, and...will always miss. You can never replace anyone, because everyone is made of such beautiful specific details.",5
Jesse,"Alright, now I know for sure. You wanna know why I wrote that stupid book?",5
Céline,Why?,5
Jesse,"So that you might come to a reading in Paris, and I could walk up to you and ask, ""Where the fuck were you?""",5
Céline,"  No, you think I'd be here today?",5
Jesse,"I'm serious, I think I...I wrote it in a way to try to find you.",5
Céline,"OK, that's... I know that's not true, but that's sweet of you to say it.",5
Jesse,I think it is true. What do you think the chances were of us ever meeting again?,5
Céline,"After that December I'd say almost zero. If we're not real anyway, right? We're just...characters in that old lady's dream. She's on her death bed fantasizing about her youth...so of course we have to meet again!",5
Jesse,"Oh, God!   Why weren't you there in Vienna?",5
Céline,  I told you why!,5
Jesse,"Well, I know why, I just   I wish you would've been! Our lives might have been so much different!",5
Céline,You think so?,5
Jesse,I actually do...,5
Céline,"Maybe not, maybe we would have hated each other, eventually.",5
Jesse,"Oh, what, like we hate each other now?",5
Céline,"  You know, maybe we're...we're only good at brief encounters, walking around in European cities, in warm climate!",5
Jesse,"Oh, God, why didn't we exchange phone numbers and stuff? Why didn't we do that?",5
Céline,  Because we were young and stupid?,5
Jesse,You think we still are?,5
Céline,I guess when you're young...you just believe there'll be many people with whom you'll connect with. Later in life you realize it only happens a few times.,5
Jesse,"Yeah, you can screw it up! You know, misconnect...",5
Céline,"  Well, the past is the past. It was meant to be that way.",5
Jesse,"What, you really believe that? That everything is fated?",5
Céline,"Well, you know, the world might be less free than we think.",5
Jesse,Yeah?,5
Céline,"Yeah, when given this exact circumstances, that's what will happen every time.  Two part hydrogen, one part oxygen, you'll get water every time.",5
Jesse,"No, no...no, I mean, what if your grandmother had lived a week longer, you know? Or passed away a week earlier, days even, you know. Things might have been different, I believe that!",5
Céline,"No, you can't think like that.",5
Jesse,"I mean...I know you shouldn't on most things, but...it's just...on this one it seemed like something was off! You know, I mean...in the months leading up to my wedding, OK, I was thinking about you all the time. I mean, even on my way there. I'm in the car, and a buddy of mine is driving me downtown, and I'm staring out the window, and I think I see you - not far from the church, right – folding up an umbrella and walking into a deli on the corner of...13th and Broadway. And I thought I was going crazy, you know? But now I think it probably was you.",5
Céline,  I lived on 11th and Broadway.,5
Jesse,You see?,5
Céline,"So,   what is it like to be married? You haven't talked much about that.",5
Jesse,"I haven't?   How weird?! I don't know, we met...you know when I was in college...and uh we broke up and got back together, for a period of years, and then...um what we were sort of back together, and she was pregnant...so, marriage.",5
Céline,What is she like?,5
Jesse,"She's a great teacher, a good mom. Ahh, she's smart...pretty...I remember thinking at the time, that so many of the men that I admired most, you know, that their lives were...were dedicated to something greater than themselves.",5
Céline,So you got married because men you admired were married?,5
Jesse,"No, no, it...it's more like I have this...this idea of my best self! You know? And I wanted to pursue that...even if it might have been overriding my honest self! You know what I'm saying? I mean, it's funny like...in the moment I remember thinking that it didn't much matter the ""Who?"" of it all...I mean that that nobody is gonna be everything to you...and that ultimately it's just a simple action of committing yourself, you know meeting your responsibilities that...that matters. I mean what is love, right, if it's not respect, trust, admiration and I...I felt all those things! So cut to the present tense, and I feel like I'm running a small nursery with somebody I...used to date, you know. I mean, I'm like a monk, you know. I mean, I've had sex less than...10 times in the last 4 years.   What? What, what? Are you laughing at me?",5
Céline,No.,5
Jesse,It sounds pathetic?,5
Céline,"What monastery do the monks have sex uh, 10 times?",5
Jesse,"OK, I'm doing better than most monks, alright? But I do, I feel like if somebody were to touch me, you know, I would   dissolve into molecules.",5
Céline,"Well, we're here.   We've gotta go. Come on.",5
Jesse,  Shit!,5
Céline,  Bonsoir!,5
Jesse,Bonsoir.,5
Céline,"I'm sorry, uh... to hear that.",5
Jesse,What?,5
Céline,"You know, that you're not that happy with your marriage. Well, this friend of mine, she's a shrink, and uh...",5
Jesse,Yeah? How's she doing?,5
Céline,"She's a mess, but...no, she was telling me that she's been dealing with a lot of couples that are breaking up for the same exact reason.",5
Jesse,"Uhum, what reason is that?",5
Céline,"Well, all these couples expected after a few years of living together for the passion, that consuming desire, to be the same as in the beginning.",5
Jesse,Yeah right.,5
Céline,It's impossible!,5
Jesse,"No, I know, I know that...",5
Céline,"I mean, God, otherwise we would end up with an aneurysm if we were in that constant state of excitement, right? We would end up doing nothing at all with our lives. Do you think you would you would have finished your book, if...if you were fucking somebody every 5 minutes?",5
Jesse,I might have welcomed the challenge.,5
Céline,"But, you know it's not true, for your wife after the birth of your son...she has to give all her love to the little one!",5
Jesse,Of course of course.,5
Céline,"Imagine that she was totally obsessed with sex, right, and you’re like a wild cat...that wouldn't make any sense, right?",5
Jesse,Everything you say makes sense! It's...it's not about sex. I...,5
Céline,"No, I know, it's...obvious. I...You know, couples are so confused, uh lately. I think it must be that...men need to feel essential, and they don't anymore. Because it's been imprinted in their heads for so many years that they had to be the provider...like I, I'm a strong independent woman in my professional life. I don't need a man to feed me but I still need a man to love me and that I could love, you know.   So, uh...your driver's here. Well, I guess this is goodbye, and...uh, you'd better give me your...",5
Jesse,"No, no...why don't we just give you a ride home, wherever you're going. Huh?",5
Céline,"Well, I can take the Metro...",5
Jesse,"No, no, no. My flight it's not until 10, right? They’ve got me arriving two hours early. This way we can keep talking. No, no no   Monsieur...can",5
Céline,  Ca vous arrive me deposer au passage 18 rue des Petites Ecuries?,5
Jesse,Oui.,5
Céline,D’accord. Ce n'est pas de probleme pas?,5
Céline,Vous pouvez me laissez au metro...au metro Chateau d'Eau. Ca ira tres bien.,5
Céline,Merci!,5
Jesse,You told him where you are and all that shit?,5
Céline,"Oui, oui, yeah.",5
Jesse,"So, he knows where he's going?",5
Céline,Yes.,5
Jesse,"Glad somebody does. Now, this is better than the Metro, right?",6
Céline,Definitely!,6
Céline,"I was thinking...for me it's better I don't romanticize things as much anymore. I was suffering so much all the time. I still have lots of dreams, but they're not in regard to my love life.   It doesn't make me sad, it's just the way it is.",6
Jesse,Is that why you're in a relationship with somebody who's never around?,6
Céline,"Yes, obviously, I can't deal with the day to day life of a relationship. Yeah, we have, you know, this exciting time together and then he leaves, and I miss him, but at least I'm not dying inside. When someone is always around me, I'm like suffocating!",6
Jesse,"No, wait, you just said that you need to love and be loved...",6
Céline,"Yeah, but when I do it quickly makes me nauseous! It's a disaster... I mean I'm really happy only when I'm on my own. Even being alone...it's better than...sitting next to a lover and feeling lonely. It's not so easy for me to be all romantic. You start off that way and after you've been screwed over a few times...you...you you forget about all your delusional ideas and you just take what comes into your life. That's not even true I haven't been...screwed over, I've just had too many blah relationships. They weren't mean, they cared for me, but... there were no real...connection or excitement. At least not from my side.",6
Jesse,"God, I'm sorry, is it...is it really that bad? It's not, right?",6
Céline,"  You know...it's not even that. I was...I was fine, until I read your fucking book! It stirred shit up, you know? It reminded me how genuinely romantic I was, how I had so much hope in things, and now it's like...I don't believe in anything that relates to love. I don't feel things for people anymore. In a way...I put all my romanticism into that one night, and I was never able to feel all this again. Like...somehow this night took things away from me and...I expressed them to you, and you took them with you! It made me feel cold, like if love wasn't for me!",6
Jesse,I... I don't believe that. I don't believe that.,6
Céline,"You know what? Reality and love are almost contradictory for me. It's funny...every single of my ex’s...they're now married! Men go out with me, we break up, and then they get married! And later they call me to thank me for teaching them what love is, and",6
Jesse,  Oh God.,6
Céline, and that I taught them to care and respect women!,6
Jesse,  I think I'm one of those guys.,6
Céline,"  You know, I want to KILL them!! Why didn't they ask ME to marry them? I would have said ""No"", but at least they could have asked!! But it's my fault, I know it's my fault, because...I never felt it was the right man. Never! But what does it mean the right man? The love of your life? The concept is absurd; the idea that we can only be complete with another person is...EVIL!! RIGHT??!!",6
Jesse,  Can I talk?,6
Céline,"  You know, I guess I've been heartbroken too many times. And then I recovered. So now, you know, from the starts I make no effort because I know it’s not going to work out, I know it’s not going to work out.",6
Jesse,"You can't do that. You can't do that, you can't live your life trying to avoid pain, at the expense of en...",6
Céline,"  OK, you know what?   Those are words! I've gotta...I've gotta get away from you.   Stop the car, I want to get out!",6
Jesse,"No, no, no, don't...don't get out.",6
Céline,"You know, it's being around you...",6
Jesse,Keep talking...,6
Céline,"  Don't touch me!   You know, I wanna get on a cab...",6
Jesse,"  No, no, no, keep going...   No, listen, I'm just so happy...    Thank you, just keep going...  Alright. Look, I am just so happy, alright...to be with you. I am. I'm so glad you didn’t forget about me. OK.",6
Céline,"No, I didn't...and it pisses me off, OK? You come here to Paris, all romantic, and married, OK? Screw you! Don't get me wrong, I'm not trying to get you or anything. I mean, all I need is married man! There's been so much water under the bridge, it's...it's not even about you anymore, it's about that time, that moment in time that is forever gone, I don't know!",6
Jesse,"You...you say all that, but you didn't even remember having sex. So...",6
Céline,  Of course I remembered.,6
Jesse,  You did?,6
Céline,Yes! Women pretend things like that. I don’t know,6
Jesse,  They do?,6
Céline,"Yeah, what was I supposed to say? That I remember the wine in the park and...us looking up at the stars fading away as the sun came up? We had sex TWICE  , you idiot!",6
Jesse,"Alright, you know what? I'm just...happy to see you, even if...you've become an angry, manic depressive activist. I still like you! I still enjoy being around you!",6
Céline,"And I feel the same.   I'm...I'm sorry, I don't know what happened. I just...I had to let it all out. I...",6
Jesse,Don't worry about it.,6
Céline,"I'm so miserable in my love life, in my relationship, I always act as... like...you know, I'm detached, but I'm... I'm dying inside. I'm dying because I'm so numb. I don't feel pain, or excitement. I'm not even bitter, I'm just...uh",6
Jesse,You think you're the one dying inside? My life is twenty four-seven...BAD.,6
Céline,I'm sorry.,6
Jesse,"No, no, no...I mean, the only happiness I get is when I'm out with my son. I've been to marriage counseling, I've done things I never thought I would have to do. I lit candles, bought self-help books, lingerie...",6
Céline,Did the candles help?,6
Jesse,"HELL. NO.   Alright, I don’t love her the way she needs to be loved, and...I don't even see a future for us. But then I look at...at my little boy, sitting at the table across from me, and I think I would suffer any torture to be with him for all the minutes of his life. You know, I don't wanna miss out on one. But then...there's no joy, or laughter, in my home. You know, and I don't want him growing up in that!",6
Céline,"Oh, no laughter? That's terrible. My parents have been together for 35 years and even when they have a bad fight they end up laughing like crazy.",6
Jesse,"I just...I don't wanna be one of those people who are...getting divorced at 52 and falling down into tears admitting that they never really loved their spouse, and they feel that their life has been   sucked up into a vacuum cleaner! You know, I want a great life. I want her to have a great life. She deserves that! Alright? But we're just living in a pretense of a marriage, responsibility and all these...just...ideas of how people are supposed to live. Then I...I have these dreams...",6
Céline,What dreams?,6
Jesse,"  I have these dreams, you know, that I’m I'm standing on a platform, and uh, you keep going by on a train, and...you go by, and you go by, and you go by, and you go by, and I wake up with the fucking sweats, you know? And then I have this other dream, oh...where you're...pregnant, in bed beside me, naked, and I want so badly to touch you, but you tell me not to and then you look away and...and I...I...I touch you anyway, right on your ankle and your skin is so soft and I wake up in sobs, alright?   And my wife is sitting there looking at me, and I feel like I'm a million miles from her, and I know that there's something...wrong!   You know, that I ca...that I can't keep living like this, that there's gotta be something more to love than commitment. But then I think that...I might have given up...on the whole idea of romantic love. That I...I might have put it to bed that...that day when you weren't there. You know, I think I might have done that.",6
Céline,  Why are you telling me all this?,6
Jesse,"I'm sorry. I don't know, I'm...I...I should...I...I shouldn't have.",6
Céline,"You know, it's so weird...that people think they are the only one going through tough times. I mean when I read the article I thought...your life was perfect. A wife, a kid, a published author.   Your personal life is more of a mess than mine! I'm sorry!",6
Jesse,Well...I'm glad it's good for something.,6
Céline,"  Oh, monsieur, c'est la! Rentrez dans la passe la.",6
Jesse,This is...this is...this is where you live?,7
Céline,Yeah.,7
Jesse,"So, uh, you're just relieved that I'm in even more deep shit than you are?",7
Céline,Yes. You've made me feel better.,7
Jesse,"Oh, good, I'm glad.",7
Céline,"No, I really wish you the best. It's not because I'm incapable of having a good relationship or a family that I wish everyone to be doomed like me.",7
Jesse,I'm sure you might make a great mom someday.,7
Céline,"Really, you think so?",7
Jesse,"Oh, yeah. A few anti-depressants...you know, you'll do great.",7
Céline,"Oh, no   OK say ""Stop""!",7
Jesse,"Um, ""Stop""!",7
Céline,  Ohhhh!!,7
Jesse,"Heey! OK, you ready?",7
Céline,So... I want to try something.,7
Jesse,What?,7
Céline,   I want to see if you stay together or if you dissolve into molecules.,7
Jesse,  How am I doing?,7
Céline,Still here.,7
Jesse,"Good, I like being here.   Is this your apartment?",7
Céline,"Oh, no, I live down there.",7
Jesse,Down there?,7
Céline,Yeah.,7
Jesse,"  Um, monsieur...I'm gonna walk her to her door. Uh",7
Céline,  Il va m'accompagner a la porte.,7
Jesse,This is incredible! This is where you live?,7
Céline,Yeah.,7
Jesse,How long have you been here?,7
Céline,Four years. So tell me...,7
Jesse,What?,7
Céline,"Is it all true, about your dreams, or...did you just say that to hopefully get in my pants?",7
Jesse,"Oh, I just said that to get into your pants! I use that all the time...",7
Céline,"Oh, OK. Does it work?",7
Jesse,"Eh, you know...sometimes.",7
Céline,"  Here is my kitty! Oh, so cute! Look at him. You know what I love about this cat? It's that...every morning, I bring him down to the courtyard, and every single morning he looks at everything like it was the first time! Every corner, every tree, every plant. He smells everything with his little cute nose. Oh, I love my kitty! I love my kitty!",7
Jesse,What's his name?,7
Céline,Che.,7
Jesse,  Che? Uh-huh.,7
Céline,What?,7
Jesse,Commie!,7
Céline,"No, ""Che"" in Argentina means ""Hey""!   Oh, baby! Oh, yes, yes, yes.",7
Céline,We're having a little party. It's so much fun!,7
Céline,Un taboulet! Je vais descendre en cinq minutes!,7
Jesse,  Uh...Salut!,7
Jesse,So...,7
Céline,So,7
Céline,"Non, il prend l'avion.",7
Jesse,You know what I...I was thinking um...would you play me one of your songs?,7
Céline,You're gonna miss your flight!,7
Jesse,"I won't, I won't! I’m gonna be sitting in the airport for over an hour, reading the newspaper, alright. Wishing you played me one of your songs.",7
Céline,One song?,7
Jesse,Yeah.,7
Céline,"OK, but quickly.",7
Jesse,OK.,7
Jesse,"God, I love these old staircases.",7
Céline,Hold this!,7
Jesse,"  Hey there, buddy! Che...",7
Céline,Would you like some tea?,7
Jesse,"Yeah, sure.",7
Céline,Is chamomile OK?,7
Jesse,Yeah. Great. Merci!,7
Céline,“Messy”? You think my apartment is messy?,7
Jesse,"No, no, no. Merci, merci...merci beaucoup.",7
Céline,"Ah, ""merci."" I meant to tell you. Your French has improved a lot.",7
Jesse,  Really?,7
Céline,"Yeah! Yeah, you've really mastered the language.",7
Jesse,"Alright, alright. What song are you gonna play me, huh?",7
Céline,"No, I...I can't. It's too embarrassing. It's been...",7
Jesse,"Whoa! No way, no way! I came all the way up here, you cannot crap out on me now. One song  , anything will be great.",7
Céline,"No, but listen, you're gonna laugh at me...",7
Jesse,You think so?,7
Céline,Yes!,7
Jesse,I doubt it.,7
Céline,"  OK. What do you want to hear? I have a...I have 3 songs in English. One's about my cat, one's about...my ex-boyfriend, well, ex-ex-boyfriend, and there’s one about   well...it's just a...little waltz.",7
Jesse,"A waltz? Yeah, play the waltz.",7
Céline,"I haven't played it in a while, you sure?   Alright, the waltz. OK",7
Céline,"Let me sing you, a waltz. Out of nowhere, out of my thoughts. Let me sing you, a waltz. About this one night stand. You were for me that night, Everything I always dreamt of in life.",7
Céline,But now you're gone. You are far gone. All the way to your island of rain.,7
Céline,"It was for you just a one night thing. But you were much more to me, Just so you know.",7
Céline,I don't care what they say I know what you meant for me that day.,7
Céline,I just wanted another try. I just wanted another night. Even if it doesn't seem quite right.,7
Céline,You meant for me much more Than anyone I've met before.,7
Céline,"One single night with you, little...Jesse... Is worth a thousand with any-body. I have no bitterness, my sweet. I'll never forget this one night thing. Even tomorrow in other arms. My heart will stay yours until I die.",7
Céline,"Let me sing you a waltz Out of nowhere, out of my blues. Let me sing you a waltz. About this lovely one night stand.",7
Jesse,"No, one more, one more. Please, please? C’mon. Please, please?",7
Céline,"No! No, no, no, no - it was our deal. One... one song! No, no, no, no, no, no, no!",7
Céline,"You can have your tea, and then ah...",7
Jesse,"  Alright, let me...Let me ask you one question. Do you just plug that name in for every guy that comes up here?",7
Céline,"Oh, yes, of course! What do you think, that I wrote this song about you? Are you nuts?",7
